100000,"Раздел III УПРАВЛЕНИЯ ЛАГЕРЕЙ, ЛАГЕРНЫЕ ОТДЕЛЕНИЯ ЦЕНТРАЛЬНОГО ПОДЧИНЕНИЯ",,,,,,,,,,,,,,,,,
100001,"АВТОТРАНСПОРТНЫЙ ИТЛ ДАЛЬСТРОЯ (ИТЛ Упр. автотранспорта, Транслаг, Транспортное ЛО, ИТЛ Автотранспорта, Автотранспортный ИТЛ УСВИТЛа)",Время существования: организован не позднее 01.02.51 [1]1; закрыт 05.08.54 [2].,"Реорганизован: между 22.05.51 и 01.05.52 из ЛО в ИТЛ [3], {21. Л. 55}2.","Подчинен: ГУ ИТ лагерей Дальстроя в 1951–1952 гг. [1], {21. Л. 55}; УСВИТЛ в 1953–1954 гг. {21. Л. 667}, [2].","Дислокация: Магаданская обл., пос. Мякит {21. Л. 667, 733}.","Литер: АВ-4 {21. Л. 667, 733}.",Телегр. код: нет {21. Л. 667}.,"Адрес: Магаданская обл., пос. Мякит, п/я АВ-261/206 на 01.08.53 {21. Л. 733}; п/я АВ-261/46 на 11.12.53 {21. Л. 667}.","Производство: работа в цехах на участках автобаз, на Спорненском авторем. з-де3, стр-во в пос. Мякит, обслуживание угольных шахт Первомайского угольного р-на {21. Л. 55–70}.",Численность: 22.05.51 — 4316 [3]; 01.09.51 — 59274 [4]; 01.05.52 — 62655 {21. Л. 55–70}; 01.08.53 — 3643 {21. Л. 733}; 02.02.54 — 4433 {21. Л. 671}.,"Начальники: нач. — майор Абаев ?.?. (упом. 01.05.52) {21. Л. 70}; п/п инт.с. Карпов Б.Н., ? — по 15.07.52 [5]; инж.-майор Толкачев С.С., с 15.07.52 — ? [5]; майор Ершов ?.?. (упом. 01.08.53) {21. Л. 733}6.",Архив: ?,,Примечания: ,Источники: ,,с.с.,"61.407434, 152.090060"
,,,,,,,,,,,,,,,Пр. 00755 НКВД от 23.04.43. ,,,
,,,,,,,,,,,,,,,Пр. 001483 НКВД от 04.09.43.  ,,,
,,,,,,,,,,,,,,,Пр. 0159 НКВД от 26.04.43. ,,,
,,,,,,,,,,,,,,,Пр. 001259 НКВД от 17.07.43. ,,,
,,,,,,,,,,,,,,,Пр-ние 137 НКВД от 22.06.45. ,,,
,,,,,,,,,,,,,,,Пр. 1370лс НКВД от 16.09.44. ,,,
,,,,,,,,,,,,,,,Пр. 516 НКВД от 24.11.44.,,,
100227,ЛОКЧИМСКИЙ ИТЛ (Локчимлаг),Время существования: организован 16.08.37 [1]1; закрыт 17.08.40 (все лаг. подр. и производство переданы УСТЬВЫМСКОМУ ИТЛ) [2].,,Подчинен: ГУЛАГ с 16.08.37 [1].,"Дислокация: Коми АССР, Сыктывкарский р-н, пос. Пезмог (Пезмога) [1], {1}.",Литер: нет.,Телегр. код: нет.,"Адрес: Коми АССР, Сыктывкарский р-н, пос. Пезмог, п/я 234 {1}.","Производство: лесозаготовительные работы в приписных лесах Коми АССР в верховьях р. Вычегды общей площадью 3463 000 га [1], лесосплав по рекам бассейна Северной Двины и Вычегды [3].","Численность: 01.01.38 — 18 937, 01.01.39 — 26 2422, 01.01.40 — 22 585 (УРО); 01.01.41 — 10 269 [4]3.","Начальники: нач. — Вуль Е.Д., с 16.08.37 по 10.12.38 [1, 5]]; кап. ГБ Василькиоти Н.А., с 10.12.38 — ? [5]; Михайлов ?.?., ? — по 17.08.40 [2]; з/н — Решетников ?.?. (упом. 31.08.40 как б. з/н) [6].",Архив: В архиве УСТЬВЫМСКОГО ИТЛ: л/д з/к и сотрудников {1}.,,Примечания: ,Источники: ,См. также: УСТЬВЫМСКИЙ ИТЛ.,"С.Ф., С.С.","61.851181, 51.676045"
,,,,,,,,,,,,,,1 В {1} ошибочно указано — пр. 78 НКВД 1937 г. ,Пр. 078 НКВД от 16.08.37. ,,,ныне поселок Аджером
,,,,,,,,,,,,,,"2 На 01.10.38 — 24 403, из них 12 283 осужденных за к/р преступления, 7809 — как СОЭ и СВЭ [7]. ",Пр. 0359 НКВД от 17.08.40. ,,,
,,,,,,,,,,,,,,"3 В сводке численности УРО за 1940 г. [8] нет данных начиная с 05.40, но в сводке за 1941 г. [4] имеются данные о численности на 01.01.41. При организации ИТЛ штатная численность — не менее 15 000 к 01.01.38 [1].",ГАРФ. Ф. 9414. Оп. 1. Д. 28. ,,,
,,,,,,,,,,,,,,,Там же. Оп. 1д. Д. 371.  ,,,
,,,,,,,,,,,,,,,Пр. 2499лс НКВД от 10.12.38. ,,,
,,,,,,,,,,,,,,,Пр. 0387 НКВД от 31.08.40. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1. Д. 1140. Л. 141. ,,,
,,,,,,,,,,,,,,,Там же. Д. 1151.,,,
100228,"ЛУГОВОЙ ЛАГЕРЬ (Особый лагерь № 9, Особлаг № 9, Луглаг)","Время существования: организован 10.10.49 [1]1; закрыт 01.09.51 (реорг. в Спасское ЛО, переданное в состав ПЕСЧАНОГО ЛАГЕРЯ2) [2], [3. Л. 142–160], [4].",,Подчинен: ГУЛАГ [5].,"Дислокация: Казахская ССР, Карагандинская обл., с.Долинское [1], [4. Л. 3], {20}; Карагандинская обл., пос. Спасский (пос. Спасск) с 17.11.50 [4, 6], [7. Л. 110–139].",Литер: нет на 10.02.50 {20}.,"Телегр. код: ""Луговой"" [1], {20}.","Адрес: Карагандинская обл., с.Долинское, п/я — нет [1]; п/я-50/9 {20}.","Производство: работы пром. предприятий по добыче и выпуску местных стройматериалов — кирпича, самана, извести и гипса, производство керамических изделий (плитки, кафеля, посуды), добыча бутового камня и минеральных красок, с/х работы (ЛП Джумабек и Талды-Кудук), капитальное (с 17.11.50) и жилищное стр-во, распиловка и обработка леса [4, 6], [7. Л. 110–139]3.",Численность: 01.02.50 — 1100; 01.01.51 — 10 072 (с октября нет данных) (УРО); 01.09.51 — 12 717 [4. Л. 91–97]5.,"Начальники: нач. — п/п Слюсаренко А.И., с 10.10.49 по 13.03.51 [1, 8]; г/м Белолипецкий С.Е., с 13.03.51 по 01.09.51 [8, 2]; и.о. нач. — полк. Ковнеров ?.?. (упом. 15.02.51, 10.04.51) [7. Л. 107], [9]; майор Воробьев ?.?. (упом. 21.04.51) [7. Л. 134].",Архив: В архивах ПЕСЧАНОГО ЛАГЕРЯ и КАРАГАНДИНСКОГО ИТЛ {1}.,"Доп. сведения: 17.11.50 Луглаг реорг. ""в целях улучшения руководства особлагами, расположенными в Карагандинской обл., усиления режима трудового использования з/к и сокращения расходов"". Все его действующие и строящиеся ЛО переданы в состав ПЕСЧАНОГО ЛАГЕРЯ, а из СТЕПНОГО ЛАГЕРЯ в состав Луглага переданы Спасское ЛО (10 055 з/к, из них 1860 ктр [10. Л. 18]) и лаг. участок в пос. Джумабек [6] (см. также [4. Л. 188–198], [10. Л. 19]). В январе 1951 г. ЛО Карлага с ктр-инвалидами (1309 человек) приказано передать ЛУГОВОМУ ЛАГЕРЮ [11, 12]; для их содержания в марте 1951 г. Луглагом от Карлага принят лаг. городок в пос. Талды-Кудук и производственный участок Талды-Кудук с фермой Джанакой [4. Л. 188–198].",Примечания: ,Источники: ,"См. также: КАРАГАНДИНСКИЙ ИТЛ, ПЕСЧАНЫЙ ЛАГЕРЬ, СТЕПНОЙ ЛАГЕРЬ.",Д.Ш.,"49.677330, 72.681935"
,,,,,,,,,,,,,,"1 Служебные и жилые помещения в с.Долинском предоставлены Карлагом во временное пользование [6]. Согласно [2], был организован для освобождения особлагов от нетрудоспособных з/к (т.е. для содержания инвалидов); по-видимому, это относится к периоду после реорг. ЛУГОВОГО ЛАГЕРЯ (17.11.50) [6] (см. также [1, 11, 12]). ",Пр. 00947 МВД от 10.10.49. ,,,
,,,,,,,,,,,,,,"2 Причина закрытия — ""особо опасные преступники"" содержатся только в Спасском ЛО, для руководства которым достаточно аппарата этого ЛО [2]. Талды-Кудукское ЛО (з/к ""общего контингента"") при ликвидации Луглага передано КАРАГАНДИНСКОМУ ИТЛ [2], [3. Л. 142–160], [4. Л. 1–365]. ",Пр. 0612 МВД от 01.09.51. ,,,
,,,,,,,,,,,,,,4 При организации планировалось ипользовать з/к на стр-ве шахт на Чурубай-Нуринском месторождении Карагандинского угольного бассейна (на контрагентских началах) [1]. Однако из-за удаленности хозорганизаций от лагеря (50 км) эти работы не проводились. Не функционировало также упом. в документах мраморное производство [4. Л. 91–97]. Часть строит. работ (Спасского ЛО) и работы лаг. участка в пос. Джумабек переданы из СТЕПНОГО ЛАГЕРЯ [6]. ,ГАРФ. Ф. 9414. Оп. 1д. Д. 103. ,,,
,,,,,,,,,,,,,,"5 Лимит наполнения — 15 000 з/к [1, 6]; часть з/к ""особого контингента"" переведена из Особлага № 3 [13]. На 15.05.51 — 2369 ктр (из них 330 женщин), 2052 инвалида [7. Л. 110–139].",Там же. Д. 106.  ,,,
,,,,,,,,,,,,,,,Пр. 0174 МВД от 17.03.50. ,,,
,,,,,,,,,,,,,,,Пр. 00680 МВД от 17.11.50. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1. Д. 386. ,,,
,,,,,,,,,,,,,,,Пр. 307лс МВД от 13.03.51. ,,,
,,,,,,,,,,,,,,,Пр. 00178 МВД от 10.04.51. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1д. Д. 86. ,,,
,,,,,,,,,,,,,,,Пр. 003 МВД от 03.01.51. ,,,
,,,,,,,,,,,,,,,Расп. 67 МВД от 19.01.51. ,,,
,,,,,,,,,,,,,,,Пр. 001048 МВД от 17.11.49.  ,,,
,,,,,,,,,,,,,,,Пр. 081 МВД от 07.02.51.,,,
100229,"ЛУЖСКИЙ ИТЛ И СТРОИТЕЛЬСТВО 200 (Лужлаг, Строительство 200 и ИТЛ)",Время существования: организован 03.08.37 [1]; закрыт 31.07.41 [2]1.,,Подчинен: ГУЛАГ с 03.08.37 [1]; ГУЛГТС с 13.09.40 [3].,"Дислокация: Ленинградская обл., Кингисепский р-н, д. Ручьи (?) {1}2, г.Ленинград {10}; г.Ленинград, ст. Косколово {11}.",Литер: нет.,Телегр. код: нет.,"Адрес: г.Ленинград, п/я 200 {10, 11}.","Производство: стр-во гидротех. сооружений в Лужской губе для базы Военно-Морского флота [1, 4, 5].","Численность: 01.01.38 — 6645, 01.10.38 — 65773, 01.01.39 — 6174, 01.01.40 — 10 222 (УРО); 01.01.41 — 9558, 15.06.41 — 7821 [6].","Начальники: нач. — кап. ГБ Афанасьев Г.Д., с 03.08.37 — не ранее 24.02.414 [1, 7]; ст. лейт. ГБ Люблин С.Н., ? — по 03.04.41 [8]5; з/н — Гиммельман И.И., с 12.09.37 по 14.09.40 [9].","Архив: 1956 г. — в 1-м Спецотделе УМВД по Ленинградской обл.: л/д вольнонаемных; в УИТЛК УМВД по Горьковской обл.: картотека з/к формы № 2 — 23 314, материалы делопроизводства — 9; в архиве ВЯТСКОГО ИТЛ: материалы ""по стр-ву"" и бухгалтерии; в архиве ПЕЧОРСКОГО ИТЛ: ""л/д по лаг. сектору"" {1}. 1997 г. — в ИЦ УВД Нижегородской обл. (состав документов не описан) [10].",,Примечания: ,Источники: ,"См. также: ИТЛ И 10-е ПОЛЕВОЕ СТРОИТЕЛЬСТВО НКВД, ИТЛ И СТРОИТЕЛЬСТВО МСТИНСКИЙ ГЭС.",С.К.,"59.761400, 28.478176"
,,,,,,,,,,,,,,1 На базе этого ИТЛ и Мстинстроя организовано 10-е Полевое стр-во в системе Оборонстроя НКВД {1}. ,Пр. 069 НКВД от 03.08.37. ,,,
,,,,,,,,,,,,,,"2 Сведения {1} приказами с объявлением дислокаций ИТ лагерей {10, 11} не подтверждаются; нормативное написание названия р-на — Кингисеппский {45}. ",Пр. 00994 НКВД от 31.07.41. ,,,
,,,,,,,,,,,,,,"3 Из них 5 осужденных за к/р преступления, 945 — как СОЭ и СВЭ [11]. ",Пр. 001159 НКВД от 13.09.40. ,,,
,,,,,,,,,,,,,,4 С 24.02.41 по совместительству — нач. ИТЛ И СТРОИТЕЛЬСТВА МСТИНСКИХ ГЭС [7]. ,ГАРФ. Ф. 9414. Оп. 1д. Д. 641. Л. 77. ,,,
,,,,,,,,,,,,,,5 Назначен нач. ЕНСКОГО СТРОИТЕЛЬСТВА И ИТЛ [8].,Там же. Оп. 1. Д. 28. Л. 107. ,,,
,,,,,,,,,,,,,,,"Там же. Оп. 1д. Д. 371. Л. 1, 55. ",,,
,,,,,,,,,,,,,,,Пр. 0101 НКВД от 24.02.41. ,,,
,,,,,,,,,,,,,,,Пр. 459лс НКВД от 03.04.41. ,,,
,,,,,,,,,,,,,,,ГАРФ. Служебная карточка ГУЛАГа. ,,,
,,,,,,,,,,,,,,,Письмо ИЦ УВД Нижегородской обл. № 7/1511 от 29.04.97. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1. Д. 1140. Л. 141.,,,
100230,"ЛЫСОГОРСКОЕ ЛО (Лысогорлаг, ЛО при Строительстве 621)",Время существования: организовано 01.12.54 — расп. 12 743/Е МВД [1. Л. 1]1; закрыто 07.05.55 — расп. № 11/6–0180 МВД [2].,,"Подчинено: ГУЛАГ МВД до 02.02.55, с этой даты — Главспецстрою {42}.","Дислокация: Ставропольский кр., г.Пятигорск [1. Л. 3].",Литер: ДГ с 02.02.55 {42}2.,"Телегр. код: ""Стрела"" {42}.","Адрес: Ставропольский кр., г.Пятигорск, п/я 21 {42}.","Производство: обслуживание Стр-ва 621 {42}, стр-во ТЭЦ-4, здания заводоуправления, жилищное стр-во, работа в мех. мастерских и на каменном карьере [3], обслуживание Рудоуправления № 10, стр-во объектов ВЦСПС, МТС Мин. с.х., санатория МВД в г.Железноводске [4].","Численность: 01.03.55 — 2152 [1. Л. 3об., 6об.].",Начальники: нач. — полк. Полосков К.Н. (упом. 19.03.55) [1. Л. 2].,Архив: В УИТЛК УМВД по Ставропольскому кр. {1}.,,Примечания: ,Источники: ,См. также: СТРОИТЕЛЬСТВО 621 И ИТЛ.,С.С.,"44.039290, 43.070840"
,,,,,,,,,,,,,,"1 Организовано под названием ЛО при Стр-ве 621. Наименование ""ЛЫСОГОРСКОЕ ЛО"" присвоено 02.02.55 {42}. ",ГАРФ. Ф. 9414. Оп. 1. Д. 570. ,,,
,,,,,,,,,,,,,,"2 В 1949 г. лит. обозначение ""ДГ"" было присвоено ТАЕЖНОМУ ГОРНОПРОМЫШЛЕННОМУ УПР. И ИТЛ Енисейстроя (см.) [5].",Там же. Оп. 1д. Д. 564. Л. 13. ,,,
,,,,,,,,,,,,,,,Там же. Оп. 1. Д. 241. Л. 7. ,,,
,,,,,,,,,,,,,,,Пр. 004 МВД от 05.01.55.  ,,,
,,,,,,,,,,,,,,,Пр. 00685 МВД от 20.07.49.,,,
100231,"МАГАДАНСКИЙ ИТЛ ДАЛЬСТРОЯ (Маглаг, Магаданский ИТЛ УСВИТЛа)",Время существования: организован не позднее 01.02.51 [1]1; закрыт 13.06.56 [2].,,"Подчинен: ГУ ИТ лагерей Дальстроя в 1951–1952 гг. [3. Л. 4], {21. Л. 105}; УСВИТЛ в 1953–1956 гг. {21. Л. 733}, [2].","Дислокация: Магаданская обл., г.Магадан {21. Л. 663, 733}.",Литер: АВ-1 {21. Л. 663}.,Телегр. код: ?,"Адрес: г.Магадан, п/я АВ-261/01 {21. Л. 663, 733}.","Производство: с/х работы, дрово- и лесозаготовки, выработка кирпича, обслуживание городского хозяйства, промкомб., пищекомб., авторем. работы, обслуживание Магаданской ж.д., Дома младенца {21. Л. 105–146, 501–510}, в 1951 г. в Магадане з/к работали на более чем 200-х объектах, в том числе на объектах горкома партии, редакции газеты ""Советская Колыма"", Дома пионеров, Военного трибунала и т.д. [3. Л. 13].","Численность: 01.09.51 — 13 6042 [3. Л. 4]; 01.05.52 — 94013 {21. Л. 105–146, 501–506}; 01.08.53 — 4756 {21. Л. 733}.","Начальники: нач. — п/п Аланов Н.А., с 30.08.51 — ? [4]; п/п Котов А.?. (упом. 01.05.52) {21. Л. 146}; п/п Божков ?.?. (упом. 01.08.53)4 {21. Л. 733}; п/п в/с Воробьев И.Г., ? — по 21.02.56 [5].","Архив: В архиве УСВИТЛа (""все материалы"") {1}.",,Примечания: ,Источники: ,,С.С.,"59.568164, 150.808541"
